Name,State,Public IP,Private IP,Shape,OCPU Count,Memory (GB),GPU Count,Region,AD,FD,Created On,OCID,Compartment OCID
extproc_pe_instance,RUNNING,,10.0.3.55,VM.Standard3.Flex,1,8,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2023-02-07 04:16:49.685 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycni2lm76wfwml2c5koejjwtms5i36awr3pyw5dirawrcq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
extproc_pe_instance,STOPPED,,10.0.3.35,VM.Standard.E4.Flex,1,8,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-02-06 22:26:51.951 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yctinmchtdinqsudwrxvmzcryz6dgebxaukam3sowwnmcq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
fbpod-1,RUNNING,130.35.12.135,10.0.18.74,VM.DenseIO2.16,16,240,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2024-03-09 18:47:27.979 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yc3jzxinl46wvl2ttlhhlpzrfnuo7gcxaovpbmmftftgwq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
gracp-1,RUNNING,,10.0.6.226,VM.Standard.E3.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2022-07-12 16:52:23.22 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycoypswgfgor532ugn723yt4hniewtkv6o5qivwc7oju6q,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
gway-1,RUNNING,138.1.146.183,10.0.17.10,VM.Standard.E3.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-3,2022-07-11 21:35:19.25 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycf76nzrxsonjvbhmzdfed3sdbkuz3epqyuctl4gfb54ga,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
instance-20211210-1725,STOPPED,138.1.146.128,10.0.4.115,VM.Standard.E4.Flex,1,16,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2021-12-11 01:27:00.575 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycpiwhq2emp2m6yxiazhsvqfmm47aiu7yrz7ykha7iox5q,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
instance-20230906-1939,RUNNING,130.35.142.10,10.0.0.254,VM.Standard.E4.Flex,1,16,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-09-06 14:10:15.143 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycxirgv7pdl2bvuhtm5zgp7ethxl432dhyrc76jsifntmq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
jen-1,RUNNING,138.1.154.50,10.0.1.90,VM.Standard2.8,8,120,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2020-05-22 21:08:43.134 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycpuo6rxew23kvn6kysohqgr5loeowpsjlrct4vuholdma,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
jpm-quais_eval,RUNNING,,10.0.19.117,BM.Standard.E4.128,128,2048,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2023-02-15 04:07:35.261 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yckwduflvuvbqc4xjrb7ykkrkfn736cxj7kwjjuivoloda,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
json-1,RUNNING,,10.0.4.177,VM.Standard.E3.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2022-07-12 10:11:23.184 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yc2sgympqpcf3p3tkaaxm3euiexj44lkkkxrnsfrrovkoq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
jump-mon-1,RUNNING,130.35.14.232,10.1.1.85,VM.Standard2.8,8,120,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2024-03-13 14:56:10.657 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yczdssf7sekarqw4xzvg2jn4i7sjfs57hm6cbprnm7jdwq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
jump1,RUNNING,130.35.143.232,10.0.1.86,VM.Standard2.4,4,60,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2019-06-27 02:40:56.39 +0000 UTC,ocid1.instance.oc1.phx.abyhqljt3dbaugyupluywjc6da76q7jctnjhmosrivedmldek63jlosbn2bq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
jump1-bas-preprod,RUNNING,,172.16.1.82,VM.Standard2.2,2,30,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2020-05-25 06:16:05.227 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycv7sggh5bm6cboigomzjd5egyycdshzhqzyyuj726uvca,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
jump2-preprod,RUNNING,130.35.143.20,10.0.1.92,VM.Standard2.16,16,240,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2024-03-05 21:03:49.696 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yc746nkm4xqopgmpd2o42imesuye7n4aa2ii57jmi2ddla,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
logr-1,RUNNING,138.1.150.154,10.0.0.247,VM.Standard2.8,8,120,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2021-01-21 06:57:53.966 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yc255t5z4uxnt23r6vn2pgw7hjrgvfnkr7xg42bixthh7q,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
met-1,RUNNING,,10.0.4.42,VM.Standard2.8,8,120,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2020-06-10 20:19:18.148 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycwiimtqiqt3oten745smdzjvn7w2eyiivft4wypxuwglq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
mon-1,RUNNING,,10.1.0.195,VM.Standard2.8,8,120,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2024-03-13 14:56:10.598 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yc5gljhtsbrzmlz7lgezj3ipt2pq4kz2oj364wrynadaca,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
mysql-adb-router,RUNNING,138.1.157.255,10.0.1.22,VM.Standard.E4.Flex,1,16,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-3,2021-11-10 07:11:58.096 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yckvcromtpkjhaqykwjnolgyintcif7buzkbtso2mj7c5q,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
mysqlc-gway-testing,RUNNING,138.1.148.113,10.0.1.89,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-06-12 16:35:27.519 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycngz622whb56jcrcxy4qbmmot2jhzrugkwqx6tjrw3n3q,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
mysqlee-gway-testing,RUNNING,130.35.12.9,10.0.1.94,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-06-12 16:35:27.429 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yc5fux2bzt7gnb3dx2h7dfhieit7qbcyu3jijnqkbulkza,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
nginx-1,RUNNING,,10.0.7.167,VM.Standard.E3.Flex,16,256,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2022-07-14 14:43:22.056 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycshf74lkgdgr7ox5jcwgf2jebkc4l3yk7445avuhucjda,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
odi-1,RUNNING,,10.0.4.4,VM.Standard.E3.Flex,2,32,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2021-11-11 21:35:11.389 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycvd7okvk64fbadluuv6pdzv3p64sonp7myfmmhptc622q,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
oke-cfxxxk3zyaq-n6ik7uqbsxa-skc73a6w7wa-0,RUNNING,,10.0.254.99,VM.Standard.E3.Flex,1,16,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-08-30 11:49:11.133 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yce2zylwmcnat32gfztxszazc27k42tho3k4vhjtcxnmka,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
oke-cfxxxk3zyaq-n6ik7uqbsxa-skc73a6w7wa-1,RUNNING,,10.0.254.118,VM.Standard.E3.Flex,1,16,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2023-08-30 11:49:12.305 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yck7wbiqlnozg5mh45czfccnyeyo3ptnt567zefqmdnflq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
oke-cfxxxk3zyaq-ncf5wv7ggua-skc73a6w7wa-0,RUNNING,,10.0.255.76,VM.Standard.E3.Flex,6,96,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-08-30 12:17:03.61 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycjwinlxvm2uxjy23swuuxzhlbnw5s2rdt2vusohl7nlva,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
oke-cfxxxk3zyaq-ncf5wv7ggua-skc73a6w7wa-1,RUNNING,,10.0.255.112,VM.Standard.E3.Flex,6,96,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2023-08-30 12:17:04.872 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycr2ptzfyfebxypegd73cqm7sqfkn4bp5oaonjaw5ag2qa,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
oke-cfxxxk3zyaq-nyxgxoxxuxa-skc73a6w7wa-0,RUNNING,,10.0.255.9,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-02-17 23:52:57.073 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycbz7br43ge6qrn2rztcr3mdaugjq7s2652oqb2qzklzta,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
oke-cfxxxk3zyaq-nyxgxoxxuxa-skc73a6w7wa-1,RUNNING,,10.0.255.72,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2023-02-18 01:01:34.443 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycdh7c26xvbpb45cdn3jcvof3ngrib6cwuiuyjz4fwfmhq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
oke-cfxxxk3zyaq-nyxgxoxxuxa-skc73a6w7wa-2,RUNNING,,10.0.254.64,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-3,2023-05-03 18:13:17.983 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycocvztfj3d4wsw4a4agdpgjzdgji56np4qasxy73ramaa,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
oml-1,RUNNING,,10.0.7.16,VM.Standard.E3.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2022-09-20 21:08:32.133 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yckbxgqdume376ogrktvkbilt6xidzzdo5okrqkuldwcmq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
omlmod-1,RUNNING,,10.0.4.25,VM.Standard.E3.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2022-07-14 14:43:31.677 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yckm5luttpplgwyyahkmou3lpnnxgptftkcjijvxprouwq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
onprem_db_public1,RUNNING,138.1.151.136,10.0.1.126,VM.Standard.E4.Flex,1,16,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-3,2022-04-28 10:55:31.322 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycrz5jj4mjgkaeqkd3bmidc36e4xnd6cvbct4opmytx72q,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
onprem_tcp2,RUNNING,,10.0.3.21,VM.Standard.E4.Flex,1,16,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-3,2022-04-05 16:57:49.168 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycv24tip2ua3t46woukjx5mkwn4ztfba4zvh4kk6sbmcya,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
onpremtest6,RUNNING,,10.0.3.189,VM.Standard2.4,4,60,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2021-11-03 05:07:00.025 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yc3ki7ygrsvvyij47eecpeyxfn6chega4f4jvym76sa76a,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
ordswls-1,RUNNING,,10.0.6.91,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-09-26 19:04:50.579 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycukptsxy5gckfcicgtuils4tuvgifntdr3pq3nkehmfja,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
osch-1,RUNNING,,10.0.5.210,VM.Standard.E4.Flex,16,256,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-3,2023-03-28 17:51:53.139 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yczo2yv7xomt7n2kopf66c654awckvf3mrnhgvxzl3fq2q,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
peonpremtest1,RUNNING,,10.0.3.207,VM.Standard.E4.Flex,1,16,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2021-09-16 07:55:27.353 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycmmrjlixcnqhray62x2e6mymo7naegggd2msfkxc6muvq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
peonpremtest2,STOPPED,,10.0.3.222,VM.Standard.E4.Flex,1,16,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2021-09-16 12:53:44.489 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycfy7352ymf2owrulj66liikwxd23eyxhxoihpjcts4mpa,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
postgres-gway-testing,RUNNING,138.1.153.101,10.0.1.84,VM.Standard2.8,8,120,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-3,2022-08-30 18:00:34.9 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycdwivfs7iecfb4m3uprnl5q4wwtf5ejfl7dhgubetpgpa,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
ppv2_priv,RUNNING,,30.0.2.113,VM.Standard.E4.Flex,1,16,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-3,2023-10-11 19:17:44.038 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycqurtpoav6mwuli3vio2pykj7bcghymkcffshei64ptiq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
ppv2_pub,RUNNING,138.1.144.44,30.0.1.102,VM.Standard.E4.Flex,1,16,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-3,2023-10-11 19:09:48.194 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycdox3qguwnio3n5onpmm3xhvjd4arsrzskkzbpx3fp43q,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
private-pe-1,RUNNING,,10.0.3.5,VM.Standard2.2,2,30,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-3,2020-05-13 11:37:59.72 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycqy6hbsaxavletlvu2azub7nmpugnjdh4obsizcm2joua,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
private-pe-2,RUNNING,,10.0.3.183,VM.Standard.E4.Flex,1,16,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-11-09 20:07:09.712 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycxk3fbo3t66tychunga62wwlhxwu6nouko7sxgbewopra,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
private-rce-dblink-vm-1,RUNNING,,10.0.3.168,VM.Standard.E4.Flex,1,16,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-3,2021-10-22 23:41:16.646 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yc5jglcpw5argisfgzdfqbnua4karvny3t2vxjmgkknz6a,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
privatePEPA,STOPPED,,10.0.3.3,VM.Standard2.1,1,15,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2020-04-13 06:02:26.825 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycnoq34wnyisdui7zbihmyoxfkv2zmb4rqplmt6fwbzrwa,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
privvcn2,RUNNING,,20.0.1.242,VM.Standard2.2,2,30,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-3,2021-07-28 21:38:01.179 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycubqnygpsotz62jswkcdwjlijcnrv3vqdhphat5baag5q,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
privvcn2ajd,RUNNING,,20.0.1.209,VM.Standard.E4.Flex,1,16,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-08-22 05:20:29.18 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycbsuhi5pu6fnictzms2fhivinqmoupgiefj5ughdub6aa,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
public-pe-1,RUNNING,130.35.15.238,10.0.1.2,VM.Standard2.1,1,15,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2020-05-13 10:52:55.779 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ychxuzqvnikowqjpozilxxdxbieekwp2yzaadi5ruthwkq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
public-pe-2,RUNNING,138.1.155.45,10.0.4.2,VM.Standard2.1,1,15,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2020-05-20 09:29:11.004 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycmdyzfxb2atw5svilubh2r44eiyt7rzgpofub4nud5t3q,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
public-pe-3,RUNNING,138.1.159.66,10.0.4.133,VM.Standard.E4.Flex,1,16,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2021-12-15 21:41:20.882 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yc5z4wrmg3sxrr3einicbdfm2hdxfruksi7ioz5sc4hsza,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
pubvcn2,RUNNING,138.1.150.72,20.0.4.55,VM.Standard.E4.Flex,1,16,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-3,2021-07-23 04:58:18.145 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yca52csqinm62attcvx7kashhynbdczugbpd6x4ad3eloa,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
pubvcn2ajd,RUNNING,138.1.145.68,20.0.4.240,VM.Standard.E4.Flex,1,16,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-08-22 05:10:58.658 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yc23ujquddri6ktta6iulw7mnonebtj62z73trfvnh5cfa,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
pubvmpepa,RUNNING,138.1.156.155,10.0.1.4,VM.Standard2.1,1,15,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2020-03-18 09:26:56.844 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycfsep4jvzxog5bpgngaaa42agwux4jacsatpqec5ps2jq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
qa-s2s-test,RUNNING,138.1.157.168,10.0.4.208,VM.Standard.E4.Flex,1,8,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-3,2022-11-11 00:37:36.98 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yc25xlh23i2a35nqds3vnl2k2hudh5jip3etalpxedugcq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
rbpod-1,RUNNING,138.1.156.175,10.0.200.142,VM.Standard.E4.Flex,24,384,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-09-06 17:18:22.459 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yce2fqkcmbrv435q5iwkleef25flnzrcracrkcgfi3zzra,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
rc-1,RUNNING,,10.0.5.135,VM.Standard.E3.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-3,2022-07-13 18:44:43.933 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycrvqhc3fqyot2gpawktq2rlybsmzw6hxngxz7olugbntq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
rce-ad-vm,RUNNING,,10.0.3.50,VM.Standard.E4.Flex,1,16,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2021-12-10 23:16:42.41 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycdlt3ori5ggtj25s7bkiely2vpx54jsfowcaj5uryho6q,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
