Name,State,Public IP,Private IP,Shape,OCPU Count,Memory (GB),GPU Count,Region,AD,FD,Created On,OCID,Compartment OCID
rce_vm1,RUNNING,,172.17.23.21,VM.Standard2.2,2,30,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2021-11-30 18:28:12.696 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yc25to6odj3vxe4q3m5qvc7vaolqn4in7sumfwmjrbylwq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
sbpod-1,RUNNING,,10.0.4.64,BM.DenseIO2.52,52,768,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2022-12-08 21:27:40.925 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycrinyct4en4o2oudsybxivkwlfvldxckmt6naoxxdbh2q,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
sbpod-4,RUNNING,,10.0.4.44,VM.DenseIO2.16,16,240,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2020-07-10 18:05:47.17 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yctuhireyl4pcfsjmkj4heji5ybm6zhizepbudmug6f4gq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
shivamtestpublic,RUNNING,130.35.143.128,10.0.4.96,VM.Standard.E4.Flex,1,16,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-3,2021-11-03 04:45:51.587 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycl2xcrapnj3qcsd6kexlx4xxlxnacsykczoaqhr3e47hq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
tbpod-1,RUNNING,138.1.144.186,10.0.16.69,VM.DenseIO2.16,16,240,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2020-12-06 00:49:57.707 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yccvh7caiwyop3bkxuskk5vac2gnfdv6c4x5jc6sf4twqq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
wls-1,RUNNING,,10.0.4.36,VM.Standard2.16,16,240,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2020-03-22 17:45:37.968 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycpo6dintiyip4ptkvjg25cnnc7gpzohf6lmw255iz5feq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-1,RUNNING,,10.0.52.145,VM.Standard.E3.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2022-09-03 00:04:17.844 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycsdz5z6eo6aaiwa3dwuagxensbri4z3nevmn2uqtixncq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-10,RUNNING,,10.0.54.198,VM.Standard.E3.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2022-09-03 00:46:08.755 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yctgqpbhjtpjff2hxtbie5apzd4xpbrdmjvlisewpwa2aq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-100,RUNNING,,10.0.54.37,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-12-12 21:47:49.433 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycaqzwxkrf7ffivj6slferxst5uemdq7khmjlyox3qcwlq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-103,RUNNING,,10.0.54.80,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2023-12-13 21:37:51.754 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yclm7bazu5ywcv3fj25mm5ffl4rl2le2xb35rhllkinwqa,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-106,RUNNING,,10.0.53.23,VM.Standard.E3.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-12-14 04:46:43.822 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycooe7bcrjh3l4oo4mdztlufzhgatzic2e6hy4dfdsow2a,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-109,RUNNING,,10.0.55.50,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2023-12-13 21:37:54.027 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycnoxrrpxttpfqrqgwdgtt7f7n57y3fj3w5mdqwtuw5wjq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-13,RUNNING,,10.0.55.219,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-12-12 20:31:47.424 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yclr2mes4x3nd6m436xtsu5pjyxqyqt4hqlcpt5dukx3aq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-16,RUNNING,,10.0.53.86,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-12-12 20:32:21.672 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycpgdmytexgtzzt6yc2ha3rtnpo2aqujkld264ayeppeka,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-19,RUNNING,,10.0.52.21,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-12-12 20:31:16.535 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycim2qrah6ex4baobd7tjgskhwtkpv7ggboiqashrfknfq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-22,RUNNING,,10.0.52.187,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-12-12 20:30:55.309 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yctadjusr55ag7grtttgdnj3vaimx5iqosczmzlaugm3jq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-25,RUNNING,,10.0.55.235,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-12-12 20:31:53.069 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yc62s7wzi7vzysuatue7hlqdeh2olidjx5erwztkn4vifq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-28,RUNNING,,10.0.52.149,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-12-12 20:30:36.513 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycuxsiqjikijww6w3dm7hef4durlcrsu6lgcppvj3pt7sq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-31,RUNNING,,10.0.55.119,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-12-12 20:32:18.093 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yclfbnjpgnolu63iolllcglvfzs46zp5pnv6m6pvm2cjpa,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-34,RUNNING,,10.0.54.53,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-12-12 20:30:36.426 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycmwx653xv24yj3y3bxxyw67rxyghzpbtbusmk5k37p7ca,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-37,RUNNING,,10.0.52.29,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-12-12 21:48:20.086 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycrpaubcs36wevgc2wmtjdxhoyl4qaan4jvztix6p6rgzq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-4,RUNNING,,10.0.52.110,VM.Standard.E3.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2022-09-03 12:04:04.39 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycyi7y66whxjlux7yvjl75rduqrni4avlxthiko4mw6dfa,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-40,RUNNING,,10.0.54.100,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-12-12 21:46:34.852 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycm2umls6fnvcq525okmkaaj5xbratz4azvo5j52hamvwa,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-43,RUNNING,,10.0.52.201,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2023-12-12 20:48:10.08 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycqatr4xyp72eqsntoc7d5efd27pkyppp4mxp2bpx5czta,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-46,RUNNING,,10.0.55.8,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2023-12-12 20:48:23.737 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycjuhr3qqajt7wrbhbjhnhdknnbaozfhyixssbz2nknupa,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-49,RUNNING,,10.0.54.221,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2023-12-12 20:47:47.044 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycoi36t46us6mhaiukvracnpygnq6pkdf2ls2vsa2lqspq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-52,RUNNING,,10.0.55.183,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-12-12 21:46:23.844 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycgi7e7j24gj474ql735b6oleatlmopwvwyb4ftusbwc3a,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-55,RUNNING,,10.0.54.54,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-12-12 21:48:22.07 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yccqo4fbovgvrhx7u2gvh4aimv7zomaswv5mj7x4rg6rwa,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-58,RUNNING,,10.0.55.90,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2023-12-12 20:48:20.068 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycpgyrtzlt25lm33en7mat4uj2rzobq6nkzrmpstbrwlva,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-61,RUNNING,,10.0.53.100,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2023-12-12 20:48:06.861 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yctytvm4z3up7umzo3eivmivm27gxwwktvmuwgx7f6yspq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-64,RUNNING,,10.0.52.170,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-12-12 21:47:38.093 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yc43nwiw6j5mb5dthyef3miunva6w6hn3ll56xdvrkv7pa,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-67,RUNNING,,10.0.52.109,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-12-12 21:48:23.996 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yc5zx2z5y6s23weejp76bpst3rwwkcsqh2dm7im6zcdmma,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-7,RUNNING,,10.0.55.176,VM.Standard.E3.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2022-09-03 04:46:30.931 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycbht5epwxgxchnavr7zqlklggqrpyt5x5exacizq7h6pa,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-70,RUNNING,,10.0.52.210,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-12-12 21:48:00.275 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yc2swx7c2b4r5dflrepldxzkdoiwjbenrdxm3zydwatlua,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-73,RUNNING,,10.0.52.166,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-12-12 21:47:21.571 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycm3ikepcsfrcvgg4xgis6t6g5vxcas5fllve6xjgxjlyq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-76,RUNNING,,10.0.53.24,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-12-12 21:46:31.048 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yc6sqpip4tjynivaetrj7tookzmmjmneyiorv7n6p4y64q,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-79,RUNNING,,10.0.52.158,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-12-12 21:47:07.156 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycpbso4ooajrudmhk6rmeszymuqkijzdbku5dbx4nky7qa,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-82,RUNNING,,10.0.53.120,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-12-12 21:45:57.634 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycrycqg6bwt2544dc7wluzjmm67zmuovlzpewd3ur26ana,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-85,RUNNING,,10.0.52.106,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-12-12 21:45:45.258 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ychjnov32er2koo5aysipzifca5sxnrfhdjzo25pijwqcq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-88,RUNNING,,10.0.52.24,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-12-12 21:47:49.36 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycq53yonl2koknrcqijlsvty6jpclbhvgaaqmfxc4jfkua,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-91,RUNNING,,10.0.54.125,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-12-12 21:46:25.323 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycnaoi6udfafs7bl7gelhsck745m7by7fmv5ng6le4axva,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-94,RUNNING,,10.0.53.121,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-12-12 21:46:34.78 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycmmsxrdkacvaftzmes5fc5skywzk55yhqkgukawozk5ga,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
zep-97,RUNNING,,10.0.55.227,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-12-12 21:47:08.518 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycyqwa4qi6pedz4xwbi4bjhxfdcteivegwpz2xl5qfg5qq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
appctrl-2,RUNNING,130.35.245.42,10.0.21.39,BM.DenseIO2.52,52,768,0,phx,VnTy:PHX-AD-2,FAULT-DOMAIN-2,2022-07-05 20:32:43.882 +0000 UTC,ocid1.instance.oc1.phx.anyhqljr6gc7n2ycihqv3sltwd2lxge7gwvjuvyldizt3ylpc5iitbhwoyza,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
bpod-2,RUNNING,130.35.241.62,10.0.20.120,BM.DenseIO2.52,52,768,0,phx,VnTy:PHX-AD-2,FAULT-DOMAIN-2,2021-06-11 21:44:13.774 +0000 UTC,ocid1.instance.oc1.phx.anyhqljr6gc7n2yc74a6cwjflszxkdyxxktkv3ueuw6kwsecmsiec2zpzskq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
bpod-5,RUNNING,130.35.243.216,10.0.23.171,BM.DenseIO2.52,52,768,0,phx,VnTy:PHX-AD-2,FAULT-DOMAIN-1,2021-06-11 21:44:14.172 +0000 UTC,ocid1.instance.oc1.phx.anyhqljr6gc7n2yccqw65nhpky7nujfxdfncreufknjys5una2w4iabuqm6a,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
bpod-8,RUNNING,130.35.246.62,10.0.21.251,VM.DenseIO2.16,16,240,0,phx,VnTy:PHX-AD-2,FAULT-DOMAIN-1,2024-03-13 04:07:18.085 +0000 UTC,ocid1.instance.oc1.phx.anyhqljr6gc7n2yckwaa34y2zusjvnl4souj42fph27unsxx4ptdn4luhqxa,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
cman-2,RUNNING,,10.0.10.187,VM.Standard2.16,16,240,0,phx,VnTy:PHX-AD-2,FAULT-DOMAIN-2,2021-09-13 21:24:05.532 +0000 UTC,ocid1.instance.oc1.phx.anyhqljr6gc7n2ycbz6ugvtrgae63zqauwkrhaayusrngsikzao3r2uwnfva,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
ctrl-2,RUNNING,130.35.251.184,10.0.23.94,VM.DenseIO2.16,16,240,0,phx,VnTy:PHX-AD-2,FAULT-DOMAIN-1,2021-06-22 17:38:20.977 +0000 UTC,ocid1.instance.oc1.phx.anyhqljr6gc7n2ycd6y7vesenmvx5go76jlqqynm7jpzukyea26qkqhkoekq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
ctrl-5,RUNNING,130.35.254.208,10.0.20.130,VM.DenseIO2.16,16,240,0,phx,VnTy:PHX-AD-2,FAULT-DOMAIN-1,2024-03-20 18:12:00.775 +0000 UTC,ocid1.instance.oc1.phx.anyhqljr6gc7n2yca77pf7r3jiidvopfdg3ijp5rdcbg2dznrxeoktgzmefa,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
dac-2,RUNNING,,10.0.9.107,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-2,FAULT-DOMAIN-3,2023-02-28 21:45:14.606 +0000 UTC,ocid1.instance.oc1.phx.anyhqljr6gc7n2ycj6pgo4q6cgredupuah226sv7duei5qvnr7z7pehd75ha,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
extproc_pe_instance_OL8,RUNNING,,10.0.3.60,VM.Standard.E4.Flex,1,16,0,phx,VnTy:PHX-AD-2,FAULT-DOMAIN-3,2023-11-03 16:18:38.37 +0000 UTC,ocid1.instance.oc1.phx.anyhqljr6gc7n2ycmuubp7xdlufopakqsms23qr6of4ga2uqdg4x5hob7zma,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
fbpod-2,RUNNING,130.35.133.249,10.0.21.203,VM.DenseIO2.16,16,240,0,phx,VnTy:PHX-AD-2,FAULT-DOMAIN-1,2023-08-31 19:11:35.207 +0000 UTC,ocid1.instance.oc1.phx.anyhqljr6gc7n2ycbo6fplymx23rsw373xhihbd36yru24w6eophg6vwkc7q,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
gracp-2,RUNNING,,10.0.9.182,VM.Standard.E3.Flex,8,128,0,phx,VnTy:PHX-AD-2,FAULT-DOMAIN-2,2022-07-12 17:50:33.609 +0000 UTC,ocid1.instance.oc1.phx.anyhqljr6gc7n2yc76mllpg4n6vhm46vzi4pygbjnqtlgwzhf5popus7i6ja,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
gway-2,RUNNING,130.35.134.54,10.0.21.222,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-2,FAULT-DOMAIN-1,2022-12-20 19:50:40.896 +0000 UTC,ocid1.instance.oc1.phx.anyhqljr6gc7n2yct4uxvhqbkhldblpjyqwzoslmf26u65stydfidoacavra,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
json-2,RUNNING,,10.0.10.118,VM.Standard.E3.Flex,8,128,0,phx,VnTy:PHX-AD-2,FAULT-DOMAIN-1,2022-07-12 11:40:55.519 +0000 UTC,ocid1.instance.oc1.phx.anyhqljr6gc7n2ycuiwhlezi2vfcue7js3nsaghyebmhtrgcgmv4phqlqtra,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
logr-2,RUNNING,130.35.132.84,10.0.1.9,VM.Standard2.8,8,120,0,phx,VnTy:PHX-AD-2,FAULT-DOMAIN-2,2022-04-26 19:19:33.036 +0000 UTC,ocid1.instance.oc1.phx.anyhqljr6gc7n2ycgssoyakjetqfh5ijbybz5zw4rrjit6ksophuesndslza,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
met-2,RUNNING,,10.0.8.27,VM.Standard2.8,8,120,0,phx,VnTy:PHX-AD-2,FAULT-DOMAIN-3,2020-06-10 20:42:30.934 +0000 UTC,ocid1.instance.oc1.phx.anyhqljr6gc7n2yc32wj5t6no53hq7p6gnlr42j3jnsxifz4ge3ptu3misxa,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
nginx-2,RUNNING,,10.0.10.66,VM.Standard.E3.Flex,16,256,0,phx,VnTy:PHX-AD-2,FAULT-DOMAIN-2,2022-07-14 16:57:00.634 +0000 UTC,ocid1.instance.oc1.phx.anyhqljr6gc7n2yc6jrbkxemay4qlugjzqaxiishidkavro37piy5j3yf2oq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
